type_name,time_seconds,team_id,player_id,outcome,timestamp,minute,second,qualifier,period_id,team,game_id,start_x,start_y,position,related_x,related_y,related_id
Play_Pass,1270.937,DFL-CLU-00000Q,DFL-OBJ-0025BB,,2022-09-10 21:54:56.747000+02:00,21.0,10.0,"{'PlayAngle': '7.95', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1061', 'Height': 'high', 'Player': 'DFL-OBJ-0025BB', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-J01GG9', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Away,DFL-MAT-J03WOY,50.9499864,27.559993199999997,IVZ,42.8,26.6099728,DFL-OBJ-J01GG9
Play_Pass,1272.336,DFL-CLU-00000Q,DFL-OBJ-J01GG9,,2022-09-10 21:54:58.146000+02:00,21.0,12.0,"{'PlayAngle': '215.99', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1062', 'Height': 'flat', 'Player': 'DFL-OBJ-J01GG9', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-J0196K', 'Distance': 'short', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Away,DFL-MAT-J03WOY,41.739968000000005,24.989968,HL,48.0500128,23.059993600000002,DFL-OBJ-J0196K
Play_Pass,1274.105,DFL-CLU-00000Q,DFL-OBJ-J0196K,,2022-09-10 21:54:59.915000+02:00,21.0,14.0,"{'PlayAngle': '12.87', 'PenaltyBox': 'true', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'oppositionHalf', 'BallPossessionPhase': '1063', 'Height': 'high', 'Player': 'DFL-OBJ-J0196K', 'SemiField': 'false', 'Evaluation': 'unsuccessful', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-0028FW', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false', 'Direction': 'throughBall'}",2,Away,DFL-MAT-J03WOY,49.040006,22.919988,DMZ,14.979915999999996,30.890006,DFL-OBJ-0028FW
Play_Pass,1279.673,DFL-CLU-00000P,DFL-OBJ-0028FW,,2022-09-10 21:55:05.483000+02:00,21.0,19.0,"{'PlayAngle': '79.75', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1064', 'Height': 'flat', 'Player': 'DFL-OBJ-0028FW', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'GoalKeeperAction': 'throwOut', 'Recipient': 'DFL-OBJ-002GMO', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Home,DFL-MAT-J03WOY,10.229991599999996,29.9199832,TW,13.690005599999997,18.8600112,DFL-OBJ-002GMO
Play_Pass,1282.842,DFL-CLU-00000P,DFL-OBJ-002GMO,,2022-09-10 21:55:08.652000+02:00,21.0,22.0,"{'PlayAngle': '237.56', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1065', 'Height': 'flat', 'Player': 'DFL-OBJ-002GMO', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-0028FW', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Home,DFL-MAT-J03WOY,14.950000800000003,16.8600024,IVR,11.829992799999998,30.659996,DFL-OBJ-0028FW
Play_Pass,1285.625,DFL-CLU-00000P,DFL-OBJ-0028FW,,2022-09-10 21:55:11.435000+02:00,21.0,25.0,"{'PlayAngle': '71.80', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1066', 'Height': 'flat', 'Player': 'DFL-OBJ-0028FW', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-002GMO', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Home,DFL-MAT-J03WOY,3.380054000000003,31.099934,TW,14.770012000000003,16.920024,DFL-OBJ-002GMO
Play_Pass,1289.889,DFL-CLU-00000P,DFL-OBJ-002GMO,,2022-09-10 21:55:15.699000+02:00,21.0,29.0,"{'PlayAngle': '340.25', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000P', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1067', 'Height': 'high', 'Player': 'DFL-OBJ-002GMO', 'SemiField': 'false', 'Evaluation': 'unsuccessful', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-0028KZ', 'Distance': 'long', 'FlatCross': 'false', 'FreeKickLayup': 'false', 'Direction': 'diagonalBall'}",2,Home,DFL-MAT-J03WOY,11.040043199999998,11.519967600000001,IVR,52.5999928,35.159963999999995,DFL-OBJ-0028KZ
OtherBallAction,1294.321,DFL-CLU-00000Q,DFL-OBJ-0028KZ,,2022-09-10 21:55:20.131000+02:00,21.0,34.0,"{'Team': 'DFL-CLU-00000Q', 'BallPossessionPhase': '1068', 'Player': 'DFL-OBJ-0028KZ'}",2,Away,DFL-MAT-J03WOY,68.35001039999999,24.3400036,IVR,,,
Play_Pass,1296.979,DFL-CLU-00000Q,DFL-OBJ-0001IG,,2022-09-10 21:55:22.789000+02:00,21.0,36.0,"{'PlayAngle': '211.19', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1069', 'Height': 'flat', 'Player': 'DFL-OBJ-0001IG', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-002FZB', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Away,DFL-MAT-J03WOY,79.5801824,40.9500152,DRM,96.01011399999999,35.5800836,DFL-OBJ-002FZB
Play_Pass,1298.529,DFL-CLU-00000Q,DFL-OBJ-002FZB,,2022-09-10 21:55:24.339000+02:00,21.0,38.0,"{'PlayAngle': '288.03', 'PenaltyBox': 'false', 'Team': 'DFL-CLU-00000Q', 'PlayOrigin': 'ownHalf', 'BallPossessionPhase': '1070', 'Height': 'flat', 'Player': 'DFL-OBJ-002FZB', 'SemiField': 'false', 'Evaluation': 'successfullyCompleted', 'FromOpenPlay': 'true', 'Recipient': 'DFL-OBJ-00286X', 'Distance': 'medium', 'FlatCross': 'false', 'FreeKickLayup': 'false'}",2,Away,DFL-MAT-J03WOY,99.4099748,37.5099892,TW,88.1400648,21.7399568,DFL-OBJ-00286X
